,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,level_0,index,song,artist,track_id
60,0.47,0.329,3,-9.577,0,0.149,0.65,0.907,0.138,0.627,175.774,audio_features,4enLpSi4PhZDkfub1Vg4Oo,spotify:track:4enLpSi4PhZDkfub1Vg4Oo,https://api.spotify.com/v1/tracks/4enLpSi4PhZDkfub1Vg4Oo,https://api.spotify.com/v1/audio-analysis/4enLpSi4PhZDkfub1Vg4Oo,141583,4,60,60,Holy,Leon Alex,4enLpSi4PhZDkfub1Vg4Oo
61,0.736,0.35,4,-11.333,1,0.0493,0.341,0.277,0.0946,0.596,113.942,audio_features,55z91rCnTPlqqY8eez8Wlo,spotify:track:55z91rCnTPlqqY8eez8Wlo,https://api.spotify.com/v1/tracks/55z91rCnTPlqqY8eez8Wlo,https://api.spotify.com/v1/audio-analysis/55z91rCnTPlqqY8eez8Wlo,182816,4,61,61,Dynamite (Acoustic Instrumental),Edward Ong,55z91rCnTPlqqY8eez8Wlo
62,0.275,0.177,10,-21.622,1,0.0458,0.986,0.916,0.085,0.127,73.337,audio_features,1vIxccbSxCk4HJKdSSBzun,spotify:track:1vIxccbSxCk4HJKdSSBzun,https://api.spotify.com/v1/tracks/1vIxccbSxCk4HJKdSSBzun,https://api.spotify.com/v1/audio-analysis/1vIxccbSxCk4HJKdSSBzun,173602,5,62,62,How to Save a Life,Norman Dück,1vIxccbSxCk4HJKdSSBzun
63,0.502,0.38,6,-10.287,1,0.0351,0.662,0.392,0.116,0.126,151.771,audio_features,7sK1Z1dVHuv9gsHVRea4DF,spotify:track:7sK1Z1dVHuv9gsHVRea4DF,https://api.spotify.com/v1/tracks/7sK1Z1dVHuv9gsHVRea4DF,https://api.spotify.com/v1/audio-analysis/7sK1Z1dVHuv9gsHVRea4DF,181382,4,63,63,Exile (Acoustic Instrumental),Edward Ong,7sK1Z1dVHuv9gsHVRea4DF
64,0.684,0.321,1,-19.672,1,0.0515,0.989,0.904,0.0887,0.0761,110.017,audio_features,5i9ZO72m6gLnFKd6JhMFq6,spotify:track:5i9ZO72m6gLnFKd6JhMFq6,https://api.spotify.com/v1/tracks/5i9ZO72m6gLnFKd6JhMFq6,https://api.spotify.com/v1/audio-analysis/5i9ZO72m6gLnFKd6JhMFq6,209045,4,64,64,Someone You Loved - Piano Version,Ray Mak,5i9ZO72m6gLnFKd6JhMFq6
65,0.548,0.261,5,-13.917,1,0.0381,0.829,0.84,0.0791,0.193,141.017,audio_features,4CHAhKuLbECQ27HgaGEEic,spotify:track:4CHAhKuLbECQ27HgaGEEic,https://api.spotify.com/v1/tracks/4CHAhKuLbECQ27HgaGEEic,https://api.spotify.com/v1/audio-analysis/4CHAhKuLbECQ27HgaGEEic,135319,3,65,65,Heather,Vadim Kobal,4CHAhKuLbECQ27HgaGEEic
66,0.676,0.461,11,-14.029,0,0.0391,0.106,0.216,0.0921,0.44,119.844,audio_features,44VJ236CbOYEnQTpkdAqIt,spotify:track:44VJ236CbOYEnQTpkdAqIt,https://api.spotify.com/v1/tracks/44VJ236CbOYEnQTpkdAqIt,https://api.spotify.com/v1/audio-analysis/44VJ236CbOYEnQTpkdAqIt,143442,4,66,66,Don't Start Now (Acoustic Instrumental),Edward Ong,44VJ236CbOYEnQTpkdAqIt
67,0.289,0.0986,4,-22.157,0,0.0334,0.988,0.921,0.0941,0.051,86.565,audio_features,47PWSrHVt9exhbhS0C4DL1,spotify:track:47PWSrHVt9exhbhS0C4DL1,https://api.spotify.com/v1/tracks/47PWSrHVt9exhbhS0C4DL1,https://api.spotify.com/v1/audio-analysis/47PWSrHVt9exhbhS0C4DL1,264000,5,67,67,Ocean Eyes,Aaron Grubb,47PWSrHVt9exhbhS0C4DL1
68,0.355,0.216,11,-20.401,1,0.0421,0.987,0.922,0.176,0.304,180.061,audio_features,7zvN3nHtULSBuDHEj1nCbV,spotify:track:7zvN3nHtULSBuDHEj1nCbV,https://api.spotify.com/v1/tracks/7zvN3nHtULSBuDHEj1nCbV,https://api.spotify.com/v1/audio-analysis/7zvN3nHtULSBuDHEj1nCbV,193333,4,68,68,Rockstar,Ray Mak,7zvN3nHtULSBuDHEj1nCbV
69,0.557,0.241,6,-13.664,1,0.0534,0.835,0.957,0.102,0.202,125.813,audio_features,6Qr8hgraU6hkLqo1X0UwF2,spotify:track:6Qr8hgraU6hkLqo1X0UwF2,https://api.spotify.com/v1/tracks/6Qr8hgraU6hkLqo1X0UwF2,https://api.spotify.com/v1/audio-analysis/6Qr8hgraU6hkLqo1X0UwF2,248278,4,69,69,Stay Gold,Andrew Foy,6Qr8hgraU6hkLqo1X0UwF2
70,0.387,0.134,9,-19.397,0,0.0344,0.982,0.894,0.102,0.158,93.469,audio_features,6ubAL81FfYlyEKPdqsrruc,spotify:track:6ubAL81FfYlyEKPdqsrruc,https://api.spotify.com/v1/tracks/6ubAL81FfYlyEKPdqsrruc,https://api.spotify.com/v1/audio-analysis/6ubAL81FfYlyEKPdqsrruc,204690,4,70,70,Watermelon Sugar - Piano Version,Phil Larson,6ubAL81FfYlyEKPdqsrruc
71,0.344,0.22,10,-18.899,1,0.0542,0.754,0.925,0.129,0.323,83.825,audio_features,5gU3VzM1anBgoCDQDnlCz8,spotify:track:5gU3VzM1anBgoCDQDnlCz8,https://api.spotify.com/v1/tracks/5gU3VzM1anBgoCDQDnlCz8,https://api.spotify.com/v1/audio-analysis/5gU3VzM1anBgoCDQDnlCz8,202493,4,71,71,Blinding Lights (Instrumental Guitar),Guus Dielissen,5gU3VzM1anBgoCDQDnlCz8
72,0.339,0.279,1,-18.851,1,0.0659,0.975,0.876,0.107,0.162,68.956,audio_features,27eVzbrJNGJ4Up7Ki3LPzQ,spotify:track:27eVzbrJNGJ4Up7Ki3LPzQ,https://api.spotify.com/v1/tracks/27eVzbrJNGJ4Up7Ki3LPzQ,https://api.spotify.com/v1/audio-analysis/27eVzbrJNGJ4Up7Ki3LPzQ,235408,4,72,72,If the World Was Ending (Piano Arrangement),The Theorist,27eVzbrJNGJ4Up7Ki3LPzQ
73,0.609,0.359,10,-16.202,0,0.0459,0.969,0.847,0.0703,0.313,116.986,audio_features,3ICrRPj0EmBlZrOP7dqFGR,spotify:track:3ICrRPj0EmBlZrOP7dqFGR,https://api.spotify.com/v1/tracks/3ICrRPj0EmBlZrOP7dqFGR,https://api.spotify.com/v1/audio-analysis/3ICrRPj0EmBlZrOP7dqFGR,205128,4,73,73,The Box - Piano Version,Ray Mak,3ICrRPj0EmBlZrOP7dqFGR
74,0.379,0.191,3,-19.69,1,0.0475,0.972,0.849,0.0991,0.228,131.246,audio_features,7lRWk7NtxHF6YhdVczAgyA,spotify:track:7lRWk7NtxHF6YhdVczAgyA,https://api.spotify.com/v1/tracks/7lRWk7NtxHF6YhdVczAgyA,https://api.spotify.com/v1/audio-analysis/7lRWk7NtxHF6YhdVczAgyA,212637,4,74,74,pov (Piano Arrangement),The Theorist,7lRWk7NtxHF6YhdVczAgyA
75,0.425,0.45,6,-12.356,0,0.0544,0.944,0.899,0.0999,0.0922,73.857,audio_features,1sj1cdt6Ajhijl0YidBe6k,spotify:track:1sj1cdt6Ajhijl0YidBe6k,https://api.spotify.com/v1/tracks/1sj1cdt6Ajhijl0YidBe6k,https://api.spotify.com/v1/audio-analysis/1sj1cdt6Ajhijl0YidBe6k,156190,4,75,75,Intentions - Piano Version,Sarah Coponat,1sj1cdt6Ajhijl0YidBe6k
76,0.628,0.319,11,-17.191,1,0.0546,0.991,0.927,0.106,0.153,110.013,audio_features,2vXPPRTgKtaXIIVRycQMp0,spotify:track:2vXPPRTgKtaXIIVRycQMp0,https://api.spotify.com/v1/tracks/2vXPPRTgKtaXIIVRycQMp0,https://api.spotify.com/v1/audio-analysis/2vXPPRTgKtaXIIVRycQMp0,198545,4,76,76,Afterglow,Ray Mak,2vXPPRTgKtaXIIVRycQMp0
77,0.776,0.443,2,-9.451,1,0.0337,0.121,0.0877,0.103,0.616,109.959,audio_features,7vkot4AxyBTQnkuNL3of7n,spotify:track:7vkot4AxyBTQnkuNL3of7n,https://api.spotify.com/v1/tracks/7vkot4AxyBTQnkuNL3of7n,https://api.spotify.com/v1/audio-analysis/7vkot4AxyBTQnkuNL3of7n,152998,4,77,77,Say So (Acoustic Instrumental),Edward Ong,7vkot4AxyBTQnkuNL3of7n
78,0.479,0.384,8,-15.864,1,0.0277,0.128,0.873,0.104,0.339,92.647,audio_features,4xCjFecNF2eXqfGvQrPKRg,spotify:track:4xCjFecNF2eXqfGvQrPKRg,https://api.spotify.com/v1/tracks/4xCjFecNF2eXqfGvQrPKRg,https://api.spotify.com/v1/audio-analysis/4xCjFecNF2eXqfGvQrPKRg,193387,4,78,78,Beautiful People (Acoustic Instrumental),Edward Ong,4xCjFecNF2eXqfGvQrPKRg
79,0.603,0.315,2,-17.92,0,0.0527,0.988,0.938,0.109,0.288,146.001,audio_features,7Fh9iRkhUoSzxPF8vCie3e,spotify:track:7Fh9iRkhUoSzxPF8vCie3e,https://api.spotify.com/v1/tracks/7Fh9iRkhUoSzxPF8vCie3e,https://api.spotify.com/v1/audio-analysis/7Fh9iRkhUoSzxPF8vCie3e,181920,4,79,79,Monster - Instrumental,Piano Dreamers,7Fh9iRkhUoSzxPF8vCie3e
80,0.665,0.139,3,-20.422,1,0.0551,0.464,0.839,0.101,0.703,139.764,audio_features,3q8HZNElJlwUjUlKW4VGWN,spotify:track:3q8HZNElJlwUjUlKW4VGWN,https://api.spotify.com/v1/tracks/3q8HZNElJlwUjUlKW4VGWN,https://api.spotify.com/v1/audio-analysis/3q8HZNElJlwUjUlKW4VGWN,168616,4,80,80,Savage Love,Andrew Foy,3q8HZNElJlwUjUlKW4VGWN
81,0.715,0.3,0,-16.935,1,0.044,0.141,0.917,0.105,0.284,119.974,audio_features,7vvOGsCYBA30AF7l4t8cpG,spotify:track:7vvOGsCYBA30AF7l4t8cpG,https://api.spotify.com/v1/tracks/7vvOGsCYBA30AF7l4t8cpG,https://api.spotify.com/v1/audio-analysis/7vvOGsCYBA30AF7l4t8cpG,201041,4,81,81,Circles - Acoustic Instrumental,Edward Ong,7vvOGsCYBA30AF7l4t8cpG
82,0.576,0.378,0,-13.144,1,0.0356,0.397,0.747,0.0968,0.488,86.111,audio_features,6IdTukMxQbXcCbsR3BEdL6,spotify:track:6IdTukMxQbXcCbsR3BEdL6,https://api.spotify.com/v1/tracks/6IdTukMxQbXcCbsR3BEdL6,https://api.spotify.com/v1/audio-analysis/6IdTukMxQbXcCbsR3BEdL6,195699,4,82,82,Love Someone (Acoustic Instrumental),Edward Ong,6IdTukMxQbXcCbsR3BEdL6
83,0.722,0.0774,5,-18.824,1,0.0437,0.987,0.949,0.145,0.0571,91.986,audio_features,1mdUvxRqho71OTeHK5nOUh,spotify:track:1mdUvxRqho71OTeHK5nOUh,https://api.spotify.com/v1/tracks/1mdUvxRqho71OTeHK5nOUh,https://api.spotify.com/v1/audio-analysis/1mdUvxRqho71OTeHK5nOUh,207391,4,83,83,Heather,Ray Mak,1mdUvxRqho71OTeHK5nOUh
84,0.453,0.178,6,-19.915,0,0.0619,0.718,0.841,0.124,0.356,80.776,audio_features,2Xm41ZQerJRbxRCzBpcs2z,spotify:track:2Xm41ZQerJRbxRCzBpcs2z,https://api.spotify.com/v1/tracks/2Xm41ZQerJRbxRCzBpcs2z,https://api.spotify.com/v1/audio-analysis/2Xm41ZQerJRbxRCzBpcs2z,187316,4,84,84,Lucid Dreams,Andrew Foy,2Xm41ZQerJRbxRCzBpcs2z
85,0.407,0.261,10,-15.216,0,0.0389,0.892,0.704,0.107,0.21,149.987,audio_features,25YVLAKa7WSdCSffoGrmA1,spotify:track:25YVLAKa7WSdCSffoGrmA1,https://api.spotify.com/v1/tracks/25YVLAKa7WSdCSffoGrmA1,https://api.spotify.com/v1/audio-analysis/25YVLAKa7WSdCSffoGrmA1,141343,4,85,85,If the World Was Ending,Vadim Kobal,25YVLAKa7WSdCSffoGrmA1
86,0.685,0.216,2,-13.102,0,0.0559,0.919,0.83,0.0944,0.654,93.305,audio_features,5kBjJveCjrKz88JAtBYwze,spotify:track:5kBjJveCjrKz88JAtBYwze,https://api.spotify.com/v1/tracks/5kBjJveCjrKz88JAtBYwze,https://api.spotify.com/v1/audio-analysis/5kBjJveCjrKz88JAtBYwze,168022,4,86,86,Therefore I Am,Andrew Foy,5kBjJveCjrKz88JAtBYwze
87,0.592,0.458,0,-9.53,1,0.0332,0.184,0.933,0.128,0.304,139.884,audio_features,3zykRR62G3GL0gIeYeq5oF,spotify:track:3zykRR62G3GL0gIeYeq5oF,https://api.spotify.com/v1/tracks/3zykRR62G3GL0gIeYeq5oF,https://api.spotify.com/v1/audio-analysis/3zykRR62G3GL0gIeYeq5oF,101358,4,87,87,Death Bed (Acoustic Instrumental),Edward Ong,3zykRR62G3GL0gIeYeq5oF
88,0.691,0.332,7,-12.27,1,0.0477,0.345,0.808,0.125,0.375,95.213,audio_features,3TuSPpvcFHuLB49STnII1w,spotify:track:3TuSPpvcFHuLB49STnII1w,https://api.spotify.com/v1/tracks/3TuSPpvcFHuLB49STnII1w,https://api.spotify.com/v1/audio-analysis/3TuSPpvcFHuLB49STnII1w,173500,4,88,88,Watermelon Sugar,Andrew Foy,3TuSPpvcFHuLB49STnII1w
89,0.622,0.133,3,-21.034,1,0.0357,0.965,0.943,0.0884,0.198,110.091,audio_features,3KeNB47SduFiDLzpNbvD1T,spotify:track:3KeNB47SduFiDLzpNbvD1T,https://api.spotify.com/v1/tracks/3KeNB47SduFiDLzpNbvD1T,https://api.spotify.com/v1/audio-analysis/3KeNB47SduFiDLzpNbvD1T,217081,4,89,89,Symphony,Sykomori,3KeNB47SduFiDLzpNbvD1T
90,0.484,0.484,4,-6.956,1,0.0313,0.742,0.66,0.135,0.27,118.8,audio_features,5NElTsyL7PAVlCiA0nsooz,spotify:track:5NElTsyL7PAVlCiA0nsooz,https://api.spotify.com/v1/tracks/5NElTsyL7PAVlCiA0nsooz,https://api.spotify.com/v1/audio-analysis/5NElTsyL7PAVlCiA0nsooz,180000,4,90,90,you broke me first,Peter Gergely,5NElTsyL7PAVlCiA0nsooz
91,0.596,0.245,11,-18.266,0,0.0398,0.99,0.915,0.129,0.493,103.015,audio_features,3Scbp3ypifzZH2pQkmyCzK,spotify:track:3Scbp3ypifzZH2pQkmyCzK,https://api.spotify.com/v1/tracks/3Scbp3ypifzZH2pQkmyCzK,https://api.spotify.com/v1/audio-analysis/3Scbp3ypifzZH2pQkmyCzK,197013,4,91,91,Levitating - Instrumental,Piano Dreamers,3Scbp3ypifzZH2pQkmyCzK
92,0.483,0.31,4,-8.844,1,0.0324,0.517,0.756,0.117,0.128,139.949,audio_features,3526TytVISmity1qoeQWo3,spotify:track:3526TytVISmity1qoeQWo3,https://api.spotify.com/v1/tracks/3526TytVISmity1qoeQWo3,https://api.spotify.com/v1/audio-analysis/3526TytVISmity1qoeQWo3,177500,4,92,92,Wonder,Daniel Jang,3526TytVISmity1qoeQWo3
93,0.536,0.251,9,-17.744,1,0.0455,0.988,0.901,0.202,0.602,87.481,audio_features,5K1gAI4baOPnTOC7IyndTi,spotify:track:5K1gAI4baOPnTOC7IyndTi,https://api.spotify.com/v1/tracks/5K1gAI4baOPnTOC7IyndTi,https://api.spotify.com/v1/audio-analysis/5K1gAI4baOPnTOC7IyndTi,163200,4,93,93,Roxanne - Piano Version,Ray Mak,5K1gAI4baOPnTOC7IyndTi
94,0.543,0.509,1,-8.61,1,0.0407,0.252,0.491,0.117,0.402,93.932,audio_features,1IRD0j0s90x1tdk4KMkTRJ,spotify:track:1IRD0j0s90x1tdk4KMkTRJ,https://api.spotify.com/v1/tracks/1IRD0j0s90x1tdk4KMkTRJ,https://api.spotify.com/v1/audio-analysis/1IRD0j0s90x1tdk4KMkTRJ,170028,4,94,94,Nobody's Love (Acoustic Instrumental),Edward Ong,1IRD0j0s90x1tdk4KMkTRJ
95,0.27,0.0812,1,-24.284,0,0.042,0.95,0.917,0.103,0.035,139.888,audio_features,3JL8s3DZEMQO2DKP0ieF3c,spotify:track:3JL8s3DZEMQO2DKP0ieF3c,https://api.spotify.com/v1/tracks/3JL8s3DZEMQO2DKP0ieF3c,https://api.spotify.com/v1/audio-analysis/3JL8s3DZEMQO2DKP0ieF3c,132000,4,95,95,Wonder - Piano Version,Kim Bo,3JL8s3DZEMQO2DKP0ieF3c
96,0.348,0.079,8,-26.288,1,0.0484,0.773,0.773,0.0717,0.487,182.49,audio_features,2pdz1nzdW5Hn3aoD2tmOtB,spotify:track:2pdz1nzdW5Hn3aoD2tmOtB,https://api.spotify.com/v1/tracks/2pdz1nzdW5Hn3aoD2tmOtB,https://api.spotify.com/v1/audio-analysis/2pdz1nzdW5Hn3aoD2tmOtB,219475,3,96,96,Stuck With U (Instrumental Guitar),Guus Dielissen,2pdz1nzdW5Hn3aoD2tmOtB
97,0.581,0.331,9,-13.645,1,0.0364,0.773,0.139,0.111,0.357,80.926,audio_features,1iAV7sWGogP2EiWgrMN863,spotify:track:1iAV7sWGogP2EiWgrMN863,https://api.spotify.com/v1/tracks/1iAV7sWGogP2EiWgrMN863,https://api.spotify.com/v1/audio-analysis/1iAV7sWGogP2EiWgrMN863,198114,4,97,97,Heal the World - Instrumental,Edward Ong,1iAV7sWGogP2EiWgrMN863
98,0.762,0.327,2,-13.798,1,0.0343,0.442,0.018,0.1,0.456,109.898,audio_features,5SJgML4fZQFcMHBNhRd7BR,spotify:track:5SJgML4fZQFcMHBNhRd7BR,https://api.spotify.com/v1/tracks/5SJgML4fZQFcMHBNhRd7BR,https://api.spotify.com/v1/audio-analysis/5SJgML4fZQFcMHBNhRd7BR,154314,4,98,98,How Deep Is Your Love (Acoustic Instrumental),Edward Ong,5SJgML4fZQFcMHBNhRd7BR
99,0.188,0.0501,3,-21.836,1,0.0453,0.989,0.904,0.101,0.089,178.856,audio_features,3sWGtJ3ZUHWyd5AJsnbCaC,spotify:track:3sWGtJ3ZUHWyd5AJsnbCaC,https://api.spotify.com/v1/tracks/3sWGtJ3ZUHWyd5AJsnbCaC,https://api.spotify.com/v1/audio-analysis/3sWGtJ3ZUHWyd5AJsnbCaC,225250,3,99,99,Before You Go,Ellery Hughes,3sWGtJ3ZUHWyd5AJsnbCaC
100,0.429,0.294,7,-14.891,1,0.0613,0.758,0.879,0.123,0.158,205.73,audio_features,71gsH42W9tBTeJscT10AML,spotify:track:71gsH42W9tBTeJscT10AML,https://api.spotify.com/v1/tracks/71gsH42W9tBTeJscT10AML,https://api.spotify.com/v1/audio-analysis/71gsH42W9tBTeJscT10AML,261898,3,100,100,Lover - Instrumental,Edward Ong,71gsH42W9tBTeJscT10AML
101,0.319,0.124,7,-16.555,1,0.0323,0.957,0.949,0.107,0.165,95.386,audio_features,3dUSaEhXEsw6n63aTVRAKx,spotify:track:3dUSaEhXEsw6n63aTVRAKx,https://api.spotify.com/v1/tracks/3dUSaEhXEsw6n63aTVRAKx,https://api.spotify.com/v1/audio-analysis/3dUSaEhXEsw6n63aTVRAKx,210790,4,101,101,Shallow,Tang Jia,3dUSaEhXEsw6n63aTVRAKx
102,0.557,0.278,3,-14.275,1,0.0466,0.993,0.931,0.122,0.245,130.003,audio_features,1yTynqq2DmuSggxRU2U0Kg,spotify:track:1yTynqq2DmuSggxRU2U0Kg,https://api.spotify.com/v1/tracks/1yTynqq2DmuSggxRU2U0Kg,https://api.spotify.com/v1/audio-analysis/1yTynqq2DmuSggxRU2U0Kg,238154,4,102,102,cardigan - Piano Rendition,The Blue Notes,1yTynqq2DmuSggxRU2U0Kg
103,0.44,0.0191,0,-29.906,1,0.0757,0.994,0.948,0.115,0.169,73.812,audio_features,61EeAo247p3NFgIQ5oHNi3,spotify:track:61EeAo247p3NFgIQ5oHNi3,https://api.spotify.com/v1/tracks/61EeAo247p3NFgIQ5oHNi3,https://api.spotify.com/v1/audio-analysis/61EeAo247p3NFgIQ5oHNi3,244286,4,103,103,Watermelon Sugar,Ingrid Olsson,61EeAo247p3NFgIQ5oHNi3
104,0.64,0.307,9,-13.009,1,0.0377,0.606,0.0409,0.245,0.414,94.941,audio_features,7jUOnMGzrCkkLjhfMZzCSC,spotify:track:7jUOnMGzrCkkLjhfMZzCSC,https://api.spotify.com/v1/tracks/7jUOnMGzrCkkLjhfMZzCSC,https://api.spotify.com/v1/audio-analysis/7jUOnMGzrCkkLjhfMZzCSC,174626,4,104,104,I'm Lonely (Acoustic Instrumental),Edward Ong,7jUOnMGzrCkkLjhfMZzCSC
105,0.387,0.153,2,-20.845,0,0.0451,0.992,0.893,0.108,0.306,109.64,audio_features,6HmvxaJ4g8AC8eO5QRGHnh,spotify:track:6HmvxaJ4g8AC8eO5QRGHnh,https://api.spotify.com/v1/tracks/6HmvxaJ4g8AC8eO5QRGHnh,https://api.spotify.com/v1/audio-analysis/6HmvxaJ4g8AC8eO5QRGHnh,213818,4,105,105,Positions - Piano Version,Philip,6HmvxaJ4g8AC8eO5QRGHnh
106,0.544,0.242,5,-19.981,1,0.0412,0.987,0.95,0.125,0.149,99.998,audio_features,2kqEOcCzyLN3UnO9kQTFoY,spotify:track:2kqEOcCzyLN3UnO9kQTFoY,https://api.spotify.com/v1/tracks/2kqEOcCzyLN3UnO9kQTFoY,https://api.spotify.com/v1/audio-analysis/2kqEOcCzyLN3UnO9kQTFoY,163808,4,106,106,Happier,Purple Lions,2kqEOcCzyLN3UnO9kQTFoY
107,0.414,0.194,3,-19.209,1,0.0416,0.883,0.897,0.129,0.61,77.205,audio_features,44ygGTyBchnIDf0BU4GKRn,spotify:track:44ygGTyBchnIDf0BU4GKRn,https://api.spotify.com/v1/tracks/44ygGTyBchnIDf0BU4GKRn,https://api.spotify.com/v1/audio-analysis/44ygGTyBchnIDf0BU4GKRn,219580,4,107,107,Mirrors (Instrumental Guitar),Guus Dielissen,44ygGTyBchnIDf0BU4GKRn
108,0.545,0.113,8,-31.694,1,0.0537,0.995,0.971,0.0993,0.464,117.727,audio_features,7c5g2e6vTnoe7Tftk3GtzD,spotify:track:7c5g2e6vTnoe7Tftk3GtzD,https://api.spotify.com/v1/tracks/7c5g2e6vTnoe7Tftk3GtzD,https://api.spotify.com/v1/audio-analysis/7c5g2e6vTnoe7Tftk3GtzD,70846,4,108,108,hoax,Celestial Epiphany,7c5g2e6vTnoe7Tftk3GtzD
109,0.417,0.0692,0,-23.166,1,0.047,0.99,0.957,0.0987,0.0864,127.366,audio_features,6H5o0m2iOKw8iMOSpQq3IW,spotify:track:6H5o0m2iOKw8iMOSpQq3IW,https://api.spotify.com/v1/tracks/6H5o0m2iOKw8iMOSpQq3IW,https://api.spotify.com/v1/audio-analysis/6H5o0m2iOKw8iMOSpQq3IW,236000,4,109,109,Circles,Ellery Hughes,6H5o0m2iOKw8iMOSpQq3IW
110,0.438,0.176,1,-18.486,0,0.04,0.907,0.928,0.0998,0.325,136.418,audio_features,4SssKcm5fhWu0UMn18sBOd,spotify:track:4SssKcm5fhWu0UMn18sBOd,https://api.spotify.com/v1/tracks/4SssKcm5fhWu0UMn18sBOd,https://api.spotify.com/v1/audio-analysis/4SssKcm5fhWu0UMn18sBOd,270056,4,110,110,Slow Dancing in a Burning Room - Instrumental Guitar,Guus Dielissen,4SssKcm5fhWu0UMn18sBOd
111,0.319,0.0637,3,-26.587,1,0.0425,0.993,0.937,0.101,0.164,73.716,audio_features,48xYgQqgZyhu1qGXv6F3wL,spotify:track:48xYgQqgZyhu1qGXv6F3wL,https://api.spotify.com/v1/tracks/48xYgQqgZyhu1qGXv6F3wL,https://api.spotify.com/v1/audio-analysis/48xYgQqgZyhu1qGXv6F3wL,195644,4,111,111,Blinding Lights - Piano Version,Sunday Night Piano Club,48xYgQqgZyhu1qGXv6F3wL
112,0.188,0.0317,7,-22.466,1,0.0567,0.99,0.949,0.0901,0.0882,193.423,audio_features,46O9zHBtFKUoMrp2q0KonD,spotify:track:46O9zHBtFKUoMrp2q0KonD,https://api.spotify.com/v1/tracks/46O9zHBtFKUoMrp2q0KonD,https://api.spotify.com/v1/audio-analysis/46O9zHBtFKUoMrp2q0KonD,162750,4,112,112,Sunflower,Ellery Hughes,46O9zHBtFKUoMrp2q0KonD
113,0.544,0.157,3,-17.489,1,0.0647,0.981,0.823,0.249,0.76,75.033,audio_features,53Th7EZX6yrbSFgjIpTAvd,spotify:track:53Th7EZX6yrbSFgjIpTAvd,https://api.spotify.com/v1/tracks/53Th7EZX6yrbSFgjIpTAvd,https://api.spotify.com/v1/audio-analysis/53Th7EZX6yrbSFgjIpTAvd,171200,4,113,113,Savage Love,Ray Mak,53Th7EZX6yrbSFgjIpTAvd
114,0.522,0.213,3,-16.709,0,0.038,0.864,0.882,0.162,0.305,93.957,audio_features,7hZTIHob3I4qun13UxBRG4,spotify:track:7hZTIHob3I4qun13UxBRG4,https://api.spotify.com/v1/tracks/7hZTIHob3I4qun13UxBRG4,https://api.spotify.com/v1/audio-analysis/7hZTIHob3I4qun13UxBRG4,214941,4,114,114,So Sick,Marcus Chow,7hZTIHob3I4qun13UxBRG4
115,0.718,0.379,9,-16.429,0,0.0498,0.977,0.777,0.118,0.251,116.901,audio_features,6zCyxLzJqDoy5jZF3GvIy2,spotify:track:6zCyxLzJqDoy5jZF3GvIy2,https://api.spotify.com/v1/tracks/6zCyxLzJqDoy5jZF3GvIy2,https://api.spotify.com/v1/audio-analysis/6zCyxLzJqDoy5jZF3GvIy2,195039,4,115,115,Senorita - Piano Version,Ray Mak,6zCyxLzJqDoy5jZF3GvIy2
116,0.807,0.294,1,-14.956,0,0.0918,0.878,0.934,0.134,0.782,81.997,audio_features,7yyqMMTDNhDdS1rlwfe4oI,spotify:track:7yyqMMTDNhDdS1rlwfe4oI,https://api.spotify.com/v1/tracks/7yyqMMTDNhDdS1rlwfe4oI,https://api.spotify.com/v1/audio-analysis/7yyqMMTDNhDdS1rlwfe4oI,198080,4,116,116,Bichota - Instrumental,Guitar Tribute Players,7yyqMMTDNhDdS1rlwfe4oI
117,0.445,0.371,7,-19.654,0,0.0446,0.962,0.935,0.091,0.149,79.992,audio_features,6ByvmDLqCzgNBbU5yq2Z9P,spotify:track:6ByvmDLqCzgNBbU5yq2Z9P,https://api.spotify.com/v1/tracks/6ByvmDLqCzgNBbU5yq2Z9P,https://api.spotify.com/v1/audio-analysis/6ByvmDLqCzgNBbU5yq2Z9P,219000,4,117,117,Rockstar - Piano Version,Ray Mak,6ByvmDLqCzgNBbU5yq2Z9P
118,0.814,0.181,1,-15.97,1,0.0618,0.928,0.944,0.0734,0.326,121.793,audio_features,4CGGxz9P6RmiHDAKo8Lw8e,spotify:track:4CGGxz9P6RmiHDAKo8Lw8e,https://api.spotify.com/v1/tracks/4CGGxz9P6RmiHDAKo8Lw8e,https://api.spotify.com/v1/audio-analysis/4CGGxz9P6RmiHDAKo8Lw8e,269187,4,118,118,Blue & Grey - Instrumental,Guitar Tribute Players,4CGGxz9P6RmiHDAKo8Lw8e
119,0.468,0.0332,3,-28.82,1,0.037,0.993,0.947,0.0994,0.323,92.007,audio_features,2twEssbr2RpK3oD6aqa4Ve,spotify:track:2twEssbr2RpK3oD6aqa4Ve,https://api.spotify.com/v1/tracks/2twEssbr2RpK3oD6aqa4Ve,https://api.spotify.com/v1/audio-analysis/2twEssbr2RpK3oD6aqa4Ve,175058,4,119,119,Adore You,Celestial Epiphany,2twEssbr2RpK3oD6aqa4Ve
